production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross
45000000.0,34668249.0,1995.0,2.35,212.0,21130.0,50000000.0,7.1,13560960.0
45000000.0,41467606.0,2012.0,2.35,95.0,578.0,35000000.0,7.1,13401683.0
45000000.0,41467606.0,2012.0,2.35,95.0,578.0,35000000.0,7.1,13401683.0
45000000.0,11203026.0,1998.0,2.35,106.0,6558.0,45000000.0,6.0,11146409.0
45000000.0,164539660.0,2011.0,2.35,101.0,661.0,45000000.0,6.3,8129455.0
45000000.0,9110458.0,2008.0,2.35,160.0,26982.0,45000000.0,6.0,7916887.0
45000000.0,8488871.0,2002.0,1.85,74.0,13917.0,40000000.0,6.5,7262288.0
45000000.0,31077418.0,2007.0,2.35,139.0,538.0,45000000.0,6.4,4584886.0
45000000.0,31681811.0,1940.0,1.37,88.0,1178.0,2600000.0,7.5,84300000.0
45000000.0,2154540.0,1997.0,2.35,103.0,2457.0,45000000.0,4.9,2154540.0
45000000.0,73706.0,2012.0,2.1269761542364285,91.0,3090.0,65000000.0,1.7,48319332.86913114
44500000.0,227140757.0,2012.0,2.35,130.0,3133.0,44500000.0,7.7,136019448.0
44000000.0,353715317.0,1993.0,1.85,130.0,13357.0,44000000.0,7.8,183875760.0
44000000.0,300400000.0,1985.0,2.35,96.0,15662.0,44000000.0,6.4,150415432.0
44000000.0,165600852.0,1996.0,2.35,147.0,37076.0,44000000.0,7.5,53300852.0
44000000.0,48478084.0,2010.0,2.35,99.0,1066.0,44000000.0,6.5,31136950.0
44000000.0,22730924.0,1996.0,2.35,118.0,26907.0,44000000.0,5.6,44834712.0
44000000.0,12342632.0,2014.0,2.35,112.0,12239.0,44000000.0,6.6,6105175.0
44000000.0,3484523.0,1980.0,2.35,325.0,14255.0,44000000.0,6.8,1500000.0
43000000.0,229727774.0,2013.0,2.35,123.0,4825.0,43000000.0,6.6,159578352.0
43000000.0,80013623.0,2000.0,2.35,136.0,1801.0,43000000.0,7.3,51768623.0
43000000.0,62063972.0,2000.0,1.37,103.0,23864.0,43000000.0,6.0,37035515.0
43000000.0,63078756.0,2002.0,1.85,90.0,132.0,43000000.0,5.1,24430272.0
42500000.0,76347393.0,2011.0,2.35,93.0,27834.0,40000000.0,6.6,29113588.0
42000000.0,270340892.0,1993.0,1.85,154.0,14244.0,42000000.0,6.8,158348400.0
42000000.0,202812429.0,2012.0,2.35,109.0,19968.0,42000000.0,7.2,138447667.0
42000000.0,363728226.0,1999.0,2.35,124.0,9255.0,42000000.0,7.0,116006080.0
42000000.0,227793915.0,2000.0,1.85,84.0,1817.0,45000000.0,7.0,106793915.0
42000000.0,173044410.0,2004.0,1.85,90.0,24534.0,42000000.0,5.9,87856565.0
42000000.0,131052444.0,1992.0,1.85,117.0,3841.0,40000000.0,5.4,70100000.0
42000000.0,130788243.0,2009.0,1.85,81.0,2134.0,42000000.0,5.8,59992760.0
42000000.0,71000000.0,1963.0,2.2,251.0,2957.0,31115000.0,7.0,57750000.0
42000000.0,73239258.0,2012.0,1.85,105.0,6727.0,42000000.0,6.5,45290318.0
42000000.0,63781100.0,2002.0,2.35,115.0,15571.0,42000000.0,6.3,41543207.0
42000000.0,41267469.0,1996.0,1.85,122.0,13716.0,42000000.0,6.5,41252428.0
42000000.0,91678442.0,2011.0,2.35,100.0,15369.0,42000000.0,5.4,37652565.0
42000000.0,56438555.0,2002.0,2.35,119.0,1651.0,32000000.0,6.5,35228696.0
42000000.0,156167015.0,1989.0,2.35,133.0,2371.0,32000000.0,6.6,34667015.0
42000000.0,56331864.0,2001.0,2.35,120.0,33585.0,42000000.0,6.1,24375436.0
42000000.0,60437727.0,2005.0,2.35,122.0,12076.0,50000000.0,7.6,24127895.0
42000000.0,20844907.0,1993.0,1.85,104.0,7723.0,42000000.0,4.0,20915465.0
42000000.0,45688337.0,2012.0,2.35,102.0,362.0,42000000.0,6.6,18600911.0
42000000.0,8514325.0,2010.0,2.35,100.0,2056.0,45000000.0,6.3,5664251.0
42000000.0,4408420.0,2002.130733382389,4.0,30.0,1610.0,40455386.33009198,7.5,48319332.86913114
42000000.0,11756922.0,2009.0,2.35,105.0,1342.0,27000000.0,7.2,1260917.0
41000000.0,245769202.0,2002.0,2.35,110.0,1954.0,41000000.0,7.0,116724075.0
41000000.0,100622586.0,2001.0,2.35,144.0,18761.0,65000000.0,6.9,56083966.0
41000000.0,22108977.0,2003.0,2.35,108.0,1134.0,41000000.0,5.2,22108977.0
41000000.0,7684524.0,2011.0,2.35,100.0,2085.0,41000000.0,6.2,7204138.0
40000000.0,672806292.0,1999.0,1.85,107.0,17540.0,40000000.0,8.1,293501675.0
40000000.0,570978470.0,2015.0,2.35,129.0,4585.0,40000000.0,4.1,166147885.0
40000000.0,314709717.0,2009.0,2.35,108.0,18656.0,40000000.0,6.7,163947053.0
40000000.0,257878294.0,2013.0,2.35,138.0,83012.0,40000000.0,7.3,150117807.0
40000000.0,189714544.0,2003.0,1.85,94.0,7014.0,40000000.0,5.8,138614544.0
40000000.0,457507776.0,2014.0,2.35,89.0,32325.0,40000000.0,6.4,126546825.0
40000000.0,149804632.0,2013.0,2.35,121.0,1261.0,40000000.0,7.6,125069696.0
40000000.0,332000000.0,1989.0,1.85,108.0,3660.0,40000000.0,7.8,118500000.0
40000000.0,177835231.0,1999.0,2.35,105.0,2129.0,70000000.0,6.4,116735231.0
40000000.0,167851995.0,2003.0,1.85,84.0,22935.0,38000000.0,4.1,111760631.0
40000000.0,152266007.0,1996.0,2.35,149.0,31349.0,40000000.0,7.4,108706165.0
40000000.0,132440066.0,1992.0,2.35,128.0,16751.0,40000000.0,7.2,107458785.0
40000000.0,97470701.0,2013.0,2.35,128.0,16911.0,40000000.0,7.5,95001343.0
40000000.0,126646119.0,2009.0,1.85,123.0,13321.0,40000000.0,7.0,94125426.0
40000000.0,181053657.0,2009.0,2.35,129.0,318.0,40000000.0,6.4,93952276.0
40000000.0,124246152.0,2016.0,2.35,102.0,5178.0,40000000.0,5.9,90835030.0
40000000.0,178710620.0,2006.0,1.85,89.0,5855.0,45000000.0,5.1,90703745.0
40000000.0,106511453.0,2015.0,1.85,107.0,12556.0,40000000.0,6.0,90353764.0
40000000.0,161838076.0,2000.0,2.35,116.0,600.0,40000000.0,5.5,89138076.0
40000000.0,244088654.0,1990.0,1.37,118.0,3986.0,40000000.0,7.4,87666629.0
40000000.0,141208010.0,2014.0,1.85,109.0,16179.0,35000000.0,5.7,86208010.0
40000000.0,195111193.0,2014.0,2.35,109.0,2357.0,40000000.0,6.0,83906114.0
40000000.0,215862692.0,1992.0,1.85,155.0,42220.0,40000000.0,7.5,82522790.0
40000000.0,120612565.0,2006.0,2.35,120.0,24300.0,40000000.0,7.3,81593527.0
40000000.0,128792135.0,1999.0,1.85,139.0,36810.0,40000000.0,7.3,81292135.0
40000000.0,197232734.0,2015.0,1.85,121.0,36010.0,35000000.0,7.2,75274748.0
40000000.0,75505856.0,1992.0,2.35,117.0,2144.0,40000000.0,7.8,72455275.0
40000000.0,124823094.0,2004.0,1.85,178.0,5074.0,40000000.0,7.7,75305995.0
40000000.0,161513754.0,2015.0,2.35,142.0,16944.0,40000000.0,7.6,72306065.0
40000000.0,150886329.0,2008.0,2.35,90.0,6775.0,40000000.0,6.6,72266306.0
40000000.0,91729503.0,2009.0,1.85,105.0,28928.0,40000000.0,7.1,71347010.0
40000000.0,70836296.0,2001.0,1.85,114.0,2842.0,40000000.0,5.9,70836296.0
40000000.0,205400000.0,1991.0,2.35,206.0,698.0,40000000.0,8.0,70405498.0
40000000.0,137047376.0,2006.0,1.85,99.0,19334.0,40000000.0,4.6,70163652.0
40000000.0,145238250.0,2001.0,2.35,123.0,43917.0,34000000.0,6.1,66808615.0
40000000.0,187384627.0,2009.0,2.35,82.0,303717.0,40000000.0,5.2,66466372.0
40000000.0,139474906.0,2009.0,2.35,102.0,7009.0,20000000.0,6.4,64149837.0
40000000.0,91455875.0,2010.0,1.85,114.0,2091.0,40455386.33009198,6.4,60923325.0
40000000.0,141484812.0,2003.0,1.85,98.0,22318.0,40000000.0,5.8,59588068.0
40000000.0,58855732.0,2001.0,2.35,106.0,2544.0,40000000.0,6.4,59068786.0
40000000.0,87145086.0,2011.0,2.35,118.0,13943.0,40000000.0,7.3,57981889.0
40000000.0,118097882.0,2004.0,1.85,106.0,2325.0,50000000.0,6.1,57887882.0
40000000.0,74156610.0,2013.0,2.35,89.0,3361.0,40000000.0,5.9,57011847.0
40000000.0,71743823.0,1998.0,2.35,108.0,8610.0,40000000.0,6.1,53955614.0
40000000.0,87949859.0,1997.0,1.85,98.0,7039.0,40000000.0,5.2,54967359.0
40000000.0,105945357.0,2014.0,2.35,116.0,30571.0,42000000.0,6.3,54414716.0
40000000.0,75389090.0,2002.0,1.85,131.0,17152.0,35000000.0,7.7,54228104.0
40000000.0,104407366.0,2006.0,2.35,130.0,63986.0,40000000.0,8.5,53082743.0
40000000.0,114830111.0,2006.0,2.35,99.0,18693.0,40000000.0,6.8,52320979.0
40000000.0,127234389.0,2010.0,2.35,107.0,4243.0,40000000.0,6.4,52000688.0
40000000.0,55249159.0,2012.0,1.85,105.0,9069.0,25000000.0,6.6,51853450.0
40000000.0,191200000.0,1987.0,2.35,130.0,1233.0,30000000.0,6.7,51185897.0
40000000.0,121032272.0,2006.0,1.85,139.0,848.0,40000000.0,7.8,50859889.0
40000000.0,146300356.0,2007.0,1.85,95.0,2787.0,40455386.33009198,6.5,50562555.0
40000000.0,49851591.0,1986.0,2.35,116.0,2179.0,40000000.0,5.9,49851591.0
40000000.0,92111551.0,2004.0,2.35,96.0,41293.0,40000000.0,6.6,47781388.0
40000000.0,92256918.0,2005.0,2.35,104.0,1274.0,43000000.0,6.5,47806295.0
40000000.0,65282732.0,2014.0,2.35,134.0,2281.0,40000000.0,6.9,47034272.0
40000000.0,106548738.0,2008.0,2.35,101.0,4298.0,40000000.0,5.8,46012734.0
40000000.0,45916769.0,1997.0,2.35,135.0,16762.0,40000000.0,7.1,45856732.0
40000000.0,44948240.0,1992.0,2.35,106.0,519.0,40000000.0,6.0,45500797.0
40000000.0,58250151.0,1997.0,1.85,155.0,37570.0,36000000.0,7.2,44175394.0
40000000.0,86760995.0,2014.0,2.35,136.0,28927.0,40000000.0,6.1,42615685.0
40000000.0,155011165.0,2011.0,2.35,92.0,3074.0,40000000.0,5.9,42575718.0
40000000.0,50071069.0,2005.0,2.35,104.0,1827.0,30000000.0,6.2,42071069.0
40000000.0,128884494.0,2007.0,2.35,102.0,4324.0,40000000.0,4.7,41797066.0
40000000.0,126069509.0,2014.0,1.85,94.0,1488.0,40000000.0,5.1,38543473.0
40000000.0,95989590.0,2011.0,2.35,111.0,4486.0,40000000.0,6.2,38176892.0
40000000.0,38087756.0,1994.0,1.85,95.0,4634.0,40000000.0,5.2,38087756.0
40000000.0,90717684.0,2000.0,1.85,103.0,26938.0,40000000.0,5.5,37752931.0
40000000.0,101162106.0,2011.0,2.35,109.0,390.0,40000000.0,7.0,37371385.0
40000000.0,41294674.0,2012.0,2.35,95.0,1070.0,40000000.0,5.8,37101011.0
40000000.0,72295262.0,2011.0,2.35,112.0,3432.0,40000000.0,6.4,36665854.0
40000000.0,96398826.0,1999.0,2.35,123.0,12970.0,40000000.0,6.5,36283504.0
40000000.0,51867723.0,2000.0,1.85,94.0,1238.0,60000000.0,4.7,36037909.0
40000000.0,34416893.0,1991.0,2.35,140.0,3044.0,38000000.0,7.2,35183792.0
40000000.0,53864342.0,1999.0,1.85,102.0,2913.0,40000000.0,5.8,33864342.0
40000000.0,55696705.0,2000.0,1.85,123.0,23920.0,40000000.0,7.2,33508922.0
40000000.0,49686263.0,2008.0,2.35,102.0,3239.0,40000000.0,5.7,32853640.0
40000000.0,55247881.0,2011.0,2.35,129.0,15595.0,40000000.0,6.9,31836745.0
40000000.0,31835600.0,1994.0,1.85,93.0,2711.0,25000000.0,6.0,32055248.0
40000000.0,59795070.0,2010.0,2.35,107.0,621.0,40000000.0,6.5,30993544.0
40000000.0,46666955.0,2005.0,2.35,117.0,3969.0,40000000.0,5.0,30981850.0
40000000.0,30199105.0,2000.0,2.35,116.0,3753.0,40000000.0,5.7,30199105.0
40000000.0,69807260.0,2013.0,1.85,113.0,36009.0,40000000.0,6.4,29802761.0
40000000.0,40435694.0,2000.0,2.35,107.0,4565.0,40000000.0,5.1,29374178.0
40000000.0,31670620.0,2005.0,2.35,135.0,5917.0,40000000.0,7.0,29077547.0
40000000.0,28544120.0,1999.0,1.85,90.0,1335.0,40000000.0,5.3,28535768.0
40000000.0,27682712.0,1996.0,2.35,99.0,10469.0,40000000.0,4.4,27663982.0
40000000.0,27053815.0,2001.0,2.35,104.0,2888.0,40000000.0,4.7,27053815.0
40000000.0,78269970.0,2008.0,1.85,115.0,77823.0,35000000.0,6.7,26814957.0
40000000.0,65754228.0,2001.0,1.85,119.0,29484.0,40000000.0,6.7,25178165.0
40000000.0,24172899.0,1994.0,1.85,128.0,3126.0,40000000.0,6.1,24332324.0
40000000.0,38172500.0,1981.0,2.35,100.0,931.0,12500000.0,7.4,48319332.86913114
40000000.0,22433915.0,2002.0,2.35,108.0,34377.0,60000000.0,6.2,22433915.0
40000000.0,22365133.0,1999.0,1.85,128.0,3821.0,60000000.0,5.9,22326247.0
40000000.0,46176322.0,2004.0,2.35,84.0,5039.0,40000000.0,4.0,21176322.0
40000000.0,47085064.0,2009.0,1.85,87.0,24770.0,40000000.0,7.8,20999103.0
40000000.0,37750754.0,1995.0,2.35,131.0,18913.0,45000000.0,4.6,20302961.0
40000000.0,20278055.0,1996.0,1.85,111.0,17877.0,40000000.0,6.2,20300000.0
40000000.0,25693998.0,2012.0,2.35,107.0,1702.0,40000000.0,6.5,20113965.0
40000000.0,169590606.0,2012.0,2.35,114.0,7099.0,45000000.0,7.6,18996755.0
40000000.0,20790486.0,2012.0,2.35,91.0,222.0,40000000.0,5.9,18438149.0
40000000.0,60862471.0,2006.0,1.85,123.0,7243.0,40000000.0,6.4,15962471.0
40000000.0,19417182.0,2000.0,2.35,102.0,14463.0,40000000.0,5.1,14967182.0
40000000.0,14942422.0,1995.0,1.85,101.0,14008.0,40000000.0,5.9,14942422.0
40000000.0,14448589.0,2002.0,2.35,103.0,12566.0,40000000.0,5.8,14448589.0
40000000.0,14375181.0,1987.0,1.85,107.0,3374.0,51000000.0,4.2,14375181.0
40000000.0,14358033.0,1992.0,2.35,99.0,2125.0,40000000.0,5.9,14358033.0
40000000.0,39753957.0,2009.0,2.35,109.0,20503.0,40000000.0,5.9,13838130.0
40000000.0,21215882.0,2004.0,1.85,91.0,3974.0,30000000.0,4.8,14018364.0
40000000.0,13508635.0,1999.0,1.85,106.0,4327.0,40000000.0,6.3,13376506.0
40000000.0,35195939.0,2004.0,1.85,103.0,3639.0,60000000.0,6.2,13395939.0
40000000.0,13208023.0,2002.0,2.35,101.0,4262.0,42000000.0,3.3,13208023.0
40000000.0,12345883.0,2008.0,2.35,100.0,4103.0,40455386.33009198,6.5,12081447.0
40000000.0,13644292.0,2015.0,2.35,115.0,1686.0,40000000.0,5.8,10640645.0
40000000.0,10717421.0,1999.0,1.85,83.0,4024.0,24000000.0,4.1,10431220.0
40000000.0,17033431.0,2009.0,2.35,108.0,14127.0,33000000.0,6.8,10326062.0
40000000.0,10070651.0,2003.0,1.85,89.0,3096.0,40000000.0,5.8,9652000.0
40000000.0,7000000.0,1980.0,2.35,119.0,1883.0,36000000.0,4.7,7000000.0
40000000.0,26738000.0,2015.0,1.85,159.0,554.0,18026148.0,8.4,6498000.0
40000000.0,7974607.0,2001.0,1.85,102.0,2664.0,40000000.0,6.2,6114237.0
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0,5773519.0
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0,5773519.0
40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0,5773519.0
40000000.0,12624471.0,2002.0,2.35,93.0,4123.0,40000000.0,4.5,4835968.0
40000000.0,16172200.0,2001.0,2.35,84.0,1149.0,40000000.0,5.8,4777007.0
40000000.0,88069880.0,2013.0,1.85,126.0,12286.0,39200000.0,7.0,4563029.0
40000000.0,32030610.0,2007.0,2.35,107.0,11623.0,26000000.0,7.3,3675072.0
40000000.0,14938149.0,1994.0,1.85,111.0,2612.0,30000000.0,7.3,2869369.0
40000000.0,915840.0,2008.0,1.85,94.0,2449.0,40000000.0,4.4,511920.0
40000000.0,7729552.0,2007.0,2.35,101.0,504.0,25000000.0,6.9,876671.0
40000000.0,20722450.0,2006.0,2.35,93.0,15638.0,40000000.0,5.1,652526.0
40000000.0,119627047.0,2008.0,2.35,150.0,2172.0,553632000.0,7.4,626809.0
40000000.0,463730.0,2004.0,1.85,93.0,5240.0,40455386.33009198,5.7,463730.0
40000000.0,38899792.0,2007.0,2.35,113.0,6267.0,40000000.0,7.1,128978.0
40000000.0,27000381.0,2011.0,1.85,90.0,3243.0,25000000.0,6.8,48319332.86913114
40000000.0,155403.0,2014.0,2.1269761542364285,88.0,196.0,40000000.0,6.4,48319332.86913114
39000000.0,102332135.0,2009.0,2.35,107.0,568.0,39000000.0,7.1,63411478.0
39000000.0,59950623.0,1983.0,2.35,125.0,2329.0,39000000.0,4.9,60000000.0
39000000.0,69538833.0,2007.0,1.85,102.0,1930.0,40455386.33009198,5.6,42640890.0
39000000.0,81150788.0,2012.0,1.85,87.0,4774.0,39000000.0,7.0,35287788.0
39000000.0,37956589.0,1996.0,2.35,93.0,2176.0,39000000.0,5.7,30400000.0
39000000.0,40319440.0,2005.0,2.35,119.0,2853.0,40000000.0,8.0,25335935.0
39000000.0,6429865.0,2004.0,2.35,110.0,2972.0,39000000.0,5.3,5881504.0
38000000.0,182365114.0,2002.0,2.35,108.0,4251.0,38000000.0,6.1,127214072.0
38000000.0,205298907.0,2009.0,2.35,96.0,22436.0,38000000.0,6.5,88915214.0
38000000.0,119721296.0,2002.0,1.85,100.0,18291.0,38000000.0,5.1,85570368.0
38000000.0,120000000.0,1994.0,2.35,118.0,6427.0,35000000.0,6.6,75668868.0
38000000.0,107597242.0,2015.0,1.85,94.0,3552.0,30000000.0,4.4,71038190.0
38000000.0,61894591.0,2012.0,2.35,115.0,216.0,3800000.0,8.3,610968.0
38000000.0,116809717.0,2011.0,2.35,120.0,36062.0,38000000.0,6.9,58700247.0
38000000.0,73956241.0,1999.0,1.85,146.0,20516.0,38000000.0,7.6,50668906.0
38000000.0,94763758.0,2013.0,2.35,127.0,17551.0,38000000.0,6.4,41997790.0
38000000.0,57753825.0,2001.0,2.35,123.0,2912.0,35000000.0,6.2,40334024.0
38000000.0,50970660.0,2002.0,2.35,115.0,3770.0,38000000.0,5.6,39177215.0
38000000.0,110678636.0,2016.0,2.35,112.0,19974.0,38000000.0,5.2,34912982.0
38000000.0,98230839.0,2013.0,2.35,123.0,37206.0,38000000.0,8.1,26903709.0
38000000.0,29544532.0,2001.0,1.85,102.0,1440.0,38000000.0,5.6,24044532.0
38000000.0,24515990.0,2001.0,1.85,98.0,2765.0,38000000.0,5.5,22770864.0
38000000.0,58394308.0,1999.0,2.35,133.0,42344.0,38000000.0,6.7,18653746.0
38000000.0,17378193.0,1996.0,2.35,118.0,24547.0,38000000.0,6.1,17305211.0
38000000.0,19317765.0,2001.0,2.35,105.0,1265.0,57000000.0,6.2,16991902.0
38000000.0,27501814.0,1982.0,2.35,109.0,1757.0,15000000.0,8.2,13782838.0
38000000.0,10229300.0,1996.0,2.35,129.0,16237.0,38000000.0,6.6,10300000.0
38000000.0,17830244.0,2008.0,2.35,90.0,15494.0,55000000.0,6.5,7871693.0
38000000.0,6504442.0,1997.0,2.35,118.0,74.0,37000000.0,6.4,6482195.0
38000000.0,623374.0,2001.0,2.35,110.0,2120.0,38000000.0,5.2,623374.0
38000000.0,5473041.0,2007.0,1.85,97.0,4900.0,38000000.0,4.8,48319332.86913114
37500000.0,120925697.0,2012.0,2.35,110.0,13396.0,40000000.0,5.7,41102171.0
37500000.0,58792011.0,2012.0,1.85,144.0,427.0,32000000.0,7.1,16377274.0
37500000.0,9813309.0,2008.0,2.35,130.0,5162.0,40000000.0,7.3,9589875.0
37000000.0,267816276.0,2013.0,2.35,118.0,3425.0,37000000.0,7.0,150368971.0
37000000.0,173567581.0,2015.0,2.35,133.0,15106.0,35000000.0,7.7,109712885.0
37000000.0,152566881.0,2010.0,2.35,150.0,14296.0,37000000.0,7.6,92173235.0
37000000.0,168167798.0,2008.0,1.85,96.0,36093.0,37000000.0,7.0,60338891.0
37000000.0,101857425.0,2008.0,2.35,96.0,18178.0,37000000.0,6.0,48006503.0
37000000.0,99595932.0,2016.0,2.35,110.0,4882.0,38000000.0,6.1,46813366.0
37000000.0,55909910.0,2010.0,2.35,107.0,14483.0,37000000.0,5.6,44867349.0
37000000.0,97143987.0,2011.0,2.35,114.0,19904.0,37000000.0,6.0,33037754.0
37000000.0,67029956.0,2008.0,2.35,81.0,2268.0,37000000.0,4.5,30105968.0
37000000.0,48446802.0,1999.0,2.35,188.0,1906.0,37000000.0,8.0,22450975.0
37000000.0,24935799.0,2015.0,1.85,105.0,44037.0,37000000.0,5.4,20991497.0
37000000.0,24935799.0,2015.0,1.85,105.0,44037.0,37000000.0,5.4,20991497.0
36500000.0,15000000.0,2009.0,2.1269761542364285,115.0,599.0,29500000.0,5.3,48319332.86913114
36000000.0,102226631.0,2002.0,1.85,116.0,20970.0,36000000.0,7.0,71026631.0
36000000.0,117448157.0,1999.0,1.85,93.0,2986.0,65000000.0,6.3,68208190.0
36000000.0,160000000.0,1983.0,2.35,121.0,762.0,36000000.0,6.2,55500000.0
36000000.0,65967750.0,2010.0,1.85,101.0,1272.0,36000000.0,6.4,50213619.0
36000000.0,50159144.0,1997.0,2.35,93.0,1874.0,36000000.0,6.9,50129186.0
36000000.0,57824533.0,2014.0,1.85,107.0,13904.0,36000000.0,6.4,42019483.0
36000000.0,43797731.0,2003.0,2.35,109.0,16611.0,36000000.0,6.1,26183197.0
36000000.0,23360779.0,2000.0,2.35,124.0,10838.0,34000000.0,5.7,23360779.0
36000000.0,14378353.0,1999.0,2.35,127.0,2393.0,36000000.0,6.8,14378353.0
36000000.0,13052741.0,1996.0,1.85,130.0,3968.0,36000000.0,6.7,13052741.0
36000000.0,12532777.0,1997.0,2.35,106.0,1942.0,36000000.0,7.8,12339633.0
36000000.0,2954405.0,2000.0,1.85,95.0,2928.0,36000000.0,5.3,2954405.0
36000000.0,156835197.0,2015.0,2.35,105.0,615.0,36000000.0,7.2,2126511.0
36000000.0,4020990.0,2011.0,2.35,102.0,3497.0,36000000.0,5.9,1068392.0
35200000.0,38283765.0,2003.0,1.85,95.0,4537.0,35200000.0,5.4,37788228.0
35000000.0,305705794.0,2009.0,1.85,129.0,3389.0,29000000.0,7.7,255950375.0
35000000.0,411348924.0,1989.0,1.85,126.0,2725.0,35000000.0,7.6,251188924.0
35000000.0,310332636.0,1999.0,2.35,95.0,47203.0,33000000.0,6.6,205399422.0
35000000.0,252276928.0,2010.0,2.35,110.0,25964.0,38000000.0,7.7,171031347.0
35000000.0,319700000.0,1992.0,2.35,121.0,1446.0,35000000.0,6.7,144731527.0
35000000.0,175361578.0,2013.0,2.35,120.0,5826.0,35000000.0,5.7,134455175.0
35000000.0,326073155.0,2006.0,2.35,109.0,23923.0,35000000.0,6.8,124732962.0
35000000.0,212417601.0,2011.0,2.35,106.0,18669.0,35000000.0,6.9,117528646.0
35000000.0,197692062.0,2001.0,1.85,88.0,4499.0,35000000.0,5.4,112692062.0
35000000.0,140561831.0,2015.0,2.35,129.0,1450.0,35000000.0,6.3,110008260.0
35000000.0,114962525.0,2013.0,2.35,125.0,19809.0,35000000.0,7.5,83299761.0
35000000.0,139000000.0,1979.0,2.35,143.0,16007.0,35000000.0,6.4,82300000.0
35000000.0,157852532.0,2008.0,2.35,123.0,25661.0,35000000.0,6.8,81159365.0
35000000.0,218535708.0,2008.0,2.35,101.0,1026.0,35000000.0,6.1,80276912.0
35000000.0,182291969.0,1991.0,2.35,128.0,24006.0,35000000.0,7.3,79100000.0
35000000.0,231716374.0,1996.0,1.85,162.0,15912.0,27000000.0,7.4,78651430.0
35000000.0,102115888.0,2005.0,1.85,105.0,2689.0,35000000.0,5.9,67962333.0
35000000.0,90221182.0,2012.0,2.35,134.0,1050.0,35000000.0,6.2,67523385.0
35000000.0,126204977.0,1997.0,2.35,138.0,19129.0,35000000.0,8.3,64604977.0
35000000.0,83109359.0,2005.0,2.35,100.0,2968.0,35000000.0,6.2,63939454.0
35000000.0,83226569.0,1997.0,1.85,90.0,23504.0,35000000.0,6.3,63826569.0
35000000.0,85911226.0,2000.0,2.35,109.0,2474.0,33000000.0,6.3,61280963.0
35000000.0,113354449.0,1995.0,2.35,108.0,1715.0,35000000.0,5.8,60054449.0
35000000.0,65063726.0,2006.0,1.85,75.0,13125.0,33000000.0,5.6,57651794.0
35000000.0,60376247.0,2010.0,2.35,123.0,2259.0,35000000.0,7.2,59699513.0
35000000.0,56968169.0,1998.0,1.85,132.0,29265.0,35000000.0,6.4,56876365.0
35000000.0,146595891.0,2011.0,2.35,109.0,20956.0,35000000.0,6.6,55802754.0
35000000.0,104444374.0,2016.0,2.35,92.0,17860.0,35000000.0,6.0,55291815.0
35000000.0,96096018.0,2007.0,2.35,87.0,16571.0,34000000.0,6.3,54132596.0
35000000.0,53293628.0,2003.0,1.85,109.0,4231.0,35000000.0,6.9,52277485.0
35000000.0,95104304.0,2009.0,1.85,88.0,53370.0,35000000.0,5.4,49474048.0
35000000.0,48169910.0,1992.0,1.85,202.0,20143.0,33000000.0,7.7,48169908.0
35000000.0,89102315.0,2009.0,2.35,92.0,2184.0,35000000.0,6.6,45802315.0
35000000.0,58894863.0,2005.0,2.35,98.0,4879.0,30000000.0,5.9,43894863.0
35000000.0,70187088.0,2007.0,2.35,91.0,52566.0,35000000.0,5.3,43792641.0
35000000.0,65303052.0,1997.0,2.35,147.0,56014.0,35000000.0,7.8,41954997.0
35000000.0,85761789.0,2008.0,2.35,103.0,16249.0,35000000.0,5.4,40687294.0
35000000.0,103787401.0,2002.0,1.85,100.0,17902.0,33000000.0,6.7,39532308.0
35000000.0,77392139.0,2004.0,1.85,104.0,41701.0,35000000.0,6.2,39692139.0
35000000.0,65084116.0,2011.0,1.85,112.0,2371.0,35000000.0,5.9,39026186.0
35000000.0,46309644.0,2006.0,2.35,101.0,966.0,30000000.0,6.8,37617947.0
35000000.0,165103952.0,2011.0,2.35,109.0,34011.0,40000000.0,6.7,37553932.0
35000000.0,75281179.0,2010.0,2.35,104.0,3356.0,35000000.0,5.3,37481242.0
35000000.0,84606030.0,2011.0,2.35,137.0,36258.0,35000000.0,6.6,37304950.0
35000000.0,45680201.0,2015.0,2.35,87.0,1679.0,35000000.0,5.1,34507079.0
35000000.0,50359876.0,2015.0,2.35,123.0,13371.0,35000000.0,7.1,34531832.0
35000000.0,115476509.0,2004.0,1.85,98.0,28027.0,27000000.0,7.3,33987757.0
35000000.0,99423000.0,1994.0,2.35,102.0,5443.0,35000000.0,3.8,33423521.0
35000000.0,33422806.0,2001.0,2.35,95.0,2643.0,50000000.0,4.8,33422806.0
35000000.0,33500620.0,1976.0,1.85,102.0,677.0,40455386.33009198,7.3,48319332.86913114
35000000.0,111854182.0,2002.0,1.85,150.0,1075.0,35000000.0,8.5,32519322.0
35000000.0,68712365.0,2001.0,2.35,122.0,41636.0,35000000.0,6.8,31598308.0
35000000.0,68712365.0,2001.0,2.35,122.0,41636.0,35000000.0,6.8,31598308.0
35000000.0,77220596.0,2008.0,2.35,112.0,3185.0,35000000.0,6.2,30691439.0
